match_id,action_id,n_lane_blockers,max_def_cheap,max_def_exact,exact_score_of_cheap_pid,pid_cheap,pid_exact
10502,309,7,0.03410797448527946,1.4515262366896584,0.26446776820083695,1522.0,8026.0
10502,310,8,0.049827050612328415,1.8444930047460915,0.0,8033.0,8026.0
10502,311,8,0.025860538667998242,0.5003192265233043,0.0,8033.0,8026.0
10502,312,8,0.022386326706200443,1.5282334001193583,0.22099351815121082,8342.0,8026.0
10503,0,9,0.016820065007780178,1.0175599284807042,0.15764791957134072,8420.0,9178.0
10503,1,8,7.775395119432683e-07,0.20745630819881455,0.0,11856.0,5116.0
10503,2,8,3.8694852058563767e-07,0.20745630819881455,0.0,11856.0,5116.0
10503,3,9,0.0,0.0,,,
10503,4,8,0.0008640417735381574,0.12014872169413504,0.0,453.0,5116.0
10503,5,7,9.277098821474478e-09,0.0,0.0,453.0,
10503,6,6,0.0020201670561923045,0.8966244371747543,0.10843477441277694,13821.0,13820.0
10503,7,6,0.001641186754272364,0.3142868863438286,0.050125330211381325,9178.0,5116.0
10503,8,5,0.00965464423612403,1.1424460428766348,1.1424460428766348,13820.0,13820.0
10503,9,6,0.0003755382140642656,0.5098869066531018,0.002649207265049025,449.0,8257.0
10503,10,7,0.02232407612448282,1.5880316913828774,0.007084717819151765,449.0,13820.0
10503,11,9,0.04355841600815122,1.1162555042478965,3.4735643534844485e-05,8854.0,13820.0
10503,12,9,0.026029998008588292,1.6124604430481684,0.010541793674113897,8854.0,13820.0
10503,13,8,0.06695706437008642,1.303450361227696,0.0037514166863399367,8854.0,13820.0
10503,14,10,0.05770845445014849,1.0817460486540473,0.15468642247643194,449.0,7478.0
10503,15,7,0.017778997261716965,0.6794060459147913,0.03695305926089354,13821.0,7478.0
10503,17,8,0.1294259473982962,1.5557882472877793,0.0,10715.0,9178.0
10503,18,7,0.0725824741141491,0.552630325212009,0.0,1531.0,8420.0
10503,19,8,0.036246146112917585,0.8236220326759955,0.0627470454327872,10715.0,13222.0
10503,20,8,0.03491145503232498,0.5732734365942411,0.06686503520812348,11856.0,11.0
10503,21,7,0.16840392192903397,2.5101172774156426,0.0,8854.0,8257.0
10503,22,9,0.006071496742081238,1.1574055533673757,0.0,453.0,9178.0
10503,23,9,0.03169778817268768,2.2117460555637996,0.08901841053569282,13821.0,7478.0
10503,24,9,0.06579699788734152,2.489916078820843,0.00019237310512565386,8854.0,7478.0
10503,25,10,0.035004109787173034,0.8472130355333256,0.0005629883807607428,6967.0,7478.0
10503,26,9,0.06117708435139569,0.8204544012178898,0.007653425067100983,13819.0,7478.0
10503,27,10,0.039347808813891674,1.493356151294381,0.027337445857435583,6967.0,7478.0
10503,28,8,0.09143323439135065,2.0890930802889196,1.9108855758176446e-05,8854.0,7478.0
10503,29,8,0.05068033664862574,1.4514345643874877,0.027679165142926898,13819.0,7478.0
10503,30,9,0.06397149904301237,0.7393149883570969,0.010362467891564364,8854.0,7478.0
10503,31,10,0.06750838522665838,0.7284276823752265,0.03494667303417387,8854.0,13820.0
10503,32,8,0.0952741970590114,0.6249111231773465,0.045506046270883616,8854.0,8257.0
10503,33,8,1.724787678260092e-05,0.01915714288456094,0.0,9178.0,11.0
10503,34,6,0.08279945658510474,0.34019721717699003,0.15620900319471875,449.0,8257.0
10503,35,7,0.059899373811585395,1.0785214102475118,0.13099107569256674,449.0,13820.0
10503,36,7,0.024963727576716294,0.9200025728069923,0.04222317184929736,449.0,13820.0
